/Users/sean/.cache/uv/archive-v0/STMO0wp8zVYYYYzNGD09W/lib/python3.13/site-packages/openpyxl/worksheet/_reader.py:329: UserWarning: Unknown extension is not supported and will be removed
  warn(msg)
band	chromosome	start	stop
28B3	2L	7581924	7583333
28B4	2L	7604243	7675078
28C	2L	7710880	7713991
28C1	2L	7642005	7719487
28C2	2L	7719847	7765915
28C3	2L	7767628	7790557
28C4	2L	7786160	7820771
28D1	2L	7811438	7833576
28D2	2L	7827650	7890594
28D3	2L	7891187	8054326
28D11	2L	8043471	8071624
28E1	2L	8054322	8082982
28E3	2L	8074117	8083107
28E4	2L	8083420	8116531
28E6	2L	8083420	8124010
28E7	2L	8116965	8159638
28E8	2L	8145758	8158786
28E9	2L	8134247	8162452
28F1	2L	8163073	8209637
28F2	2L	8206171	8211122
28F3	2L	8209626	8220741
28F4	2L	8220980	8239878
28F5	2L	8220980	8257502
29A1	2L	8244160	8365663
29A2	2L	8290727	8365663
29A3	2L	8258373	8317011
29A4	2L	8311399	8325409
29A5	2L	8327456	8342056
29B1	2L	8338287	8362469
29B2	2L	8363477	8375549
29B3	2L	8374461	8382807
29B4	2L	8381821	8388804
29C1	2L	8383612	8408853
29C2	2L	8383612	8384137
29C3	2L	8403573	8431297
29C4	2L	8415690	8442342
29C5	2L	8438169	8463994
29D1	2L	8449691	8506845
29D2	2L	8494893	8496307
29D3	2L	8491868	8514868
29D4	2L	8512174	8528618
29D5	2L	8524999	8541439
29E1	2L	8529141	8672041
29E2	2L	8570888	8620099
29E3	2L	8542147	8687052
29E4	2L	8686231	8740660
29E6	2L	8709880	8753209
29F1	2L	8765273	8782500
29F2	2L	8825645	8852664
29F3	2L	8862610	8933594
29F4	2L	8898786	8936096
29F5	2L	8937390	8962354
29F6	2L	8959255	8989539
29F7	2L	8985936	9014149
29F8	2L	9024320	9071164
30A1	2L	9051631	9121923
30A2	2L	9124032	9250211
30A6	2L	9166778	9302494
30A7	2L	9254076	9302494
30A8	2L	9304437	9344777
30A9	2L	9348726	9350996
30B1	2L	9364297	9415156
30B2	2L	9370309	9426342
30B3	2L	9416588	9464184
30B4	2L	9440011	9440740
30B5	2L	9437469	9520696
30B10	2L	9495474	9566750
30B12	2L	9547720	9591783
30C1	2L	9589476	9625285
30C2	2L	9634179	9657424
30C3	2L	9663744	9671070
30C4	2L	9669640	9671070
30C5	2L	9682315	9711271
30C6	2L	9708921	9746495
30C7	2L	9711512	9770996
30C8	2L	9765357	9775030
30C9	2L	9773108	9788499
30D1	2L	9782384	9886250
30E1	2L	9793317	9912608
30E4	2L	9908830	9921459
30F1	2L	9920160	9951122
30F2	2L	9952072	9967229
30F3	2L	9964147	9968645
30F5	2L	9983671	10017463
30F6	2L	10026676	10038954
31A1	2L	10032690	10060095
31A2	2L	10056900	10125736
31A3	2L	10064121	10180256
31B1	2L	10064121	10280872
31C4	2L	10278951	10292365
31C6	2L	10281943	10295385
31C7	2L	10272325	10299847
31D	2L	10270051	10271465
31D1	2L	10295859	10310956
31D4	2L	10308131	10314396
31D5	2L	10312265	10317569
31D6	2L	10314792	10323102
31D7	2L	10317497	10324990
31D8	2L	10322476	10331116
31D9	2L	10328200	10347706
31D10	2L	10347851	10375757
31D11	2L	10373369	10393228
31E	2L	10426887	10428632
31E1	2L	10388105	10430918
31E2	2L	10425483	10441047
31E3	2L	10441820	10452396
31E4	2L	10450134	10457241
31E5	2L	10452677	10462472
31E6	2L	10463340	10474349
31F1	2L	10463340	10506779
31F4	2R	8600415	10517218
31F5	2L	10510672	10628054
32A1	2L	10567255	10581702
32A2	2L	10544883	10671487
32A3	2L	10662081	10679707
32A4	2L	10680151	10709453
32A5	2L	10701940	10801109
32B1	2L	10772038	10856644
32B2	2L	10854435	10862006
32B3	2L	10858536	10895344
32B4	2L	10900501	10964153
32C1	2L	10917015	11066998
32D1	2L	11013206	11110851
32D2	2L	11070785	11095096
32D3	2L	11091444	11106645
32D4	2L	11106943	11136003
32D5	2L	11130737	11203544
32E1	2L	11171167	11261080
32E2	2L	11210678	11285706
32E3	2L	11290632	11308038
32E4	2L	11318944	11373636
32F1	2L	11358873	11445614
32F2	2L	11434311	11536844
32F3	2L	11548640	11626883
32F4	2L	11581937	11665810
33A1	2L	11694804	11809438
33A2	2L	11794327	11836808
33A3	2L	11814156	11928572
33A4	2L	11847226	11853925
33A5	2L	11814156	11928572
33B2	2L	11934505	11971094
33B3	2L	11952200	11971094
33B5	2L	11981591	12002266
33B6	2L	12001234	12002266
33B8	2L	12008153	12020960
33B9	2L	12014304	12038511
33B10	2L	12035984	12045200
33B11	2L	12041054	12056042
33C1	2L	12051755	12063184
33C2	2L	12058304	12077739
33C3	2L	12079604	12088025
33C4	2L	12091822	12129896
33D2	2L	12114360	12313438
33D3	2L	12175451	12210110
33D5	2L	12175004	12313438
33E1	2L	12315777	12397528
33E3	2L	12398274	12423439
33E4	2L	12403270	12441279
33E5	2L	12434452	12460100
33E7	2L	12455540	12546611
33E9	2L	12455540	12546611
33E10	2L	12570672	12582858
33F1	2L	12581445	12646356
33F2	2L	12610517	12686306
33F3	2L	12657165	12766546
33F4	2L	12713276	12721843
33F5	2L	12719045	12768765
34A1	2L	12807643	12841895
34A2	2L	12912530	12932340
34A3	2L	12966590	12981293
34A4	2L	12993757	13021312
34A5	2L	13021868	13134804
34A6	2L	13021868	13146908
34A7	2L	13158810	13176785
34A8	2L	13169649	13197281
34A9	2L	13192201	13215350
34A10	2L	13212335	13228521
34A11	2L	13229832	13241773
34B	2L	13000770	13004107
34B1	2L	13239989	13257426
34B2	2L	13251509	13258644
34B3	2L	13257477	13284043
34B4	2L	13261008	13301668
34B5	2L	13289997	13331121
34B6	2L	13301814	13355073
34B7	2L	13349823	13369021
34B8	2L	13367617	13378538
34B9	2L	13376455	13393959
34B10	2L	13387571	13411047
34B11	2L	13398991	13420645
34C1	2L	13435622	13460183
34C3	2L	13415431	13549328
34C4	2L	13500624	13639411
34C5	2L	13582569	13610068
34C6	2L	13550139	13717320
34D1	2L	13676860	13834306
34D6	2L	13833337	13898712
34D7	2L	13839262	13849223
34D8	2L	13847925	13850329
34E1	2L	13865992	13866690
34E2	2L	13835564	13912652
34E3	2L	13914725	13963381
34E4	2L	13920707	13947476
34E5	2L	13914725	14001248
34E6	2L	13982743	14001248
34F1	2L	14008101	14031539
34F2	2L	14029262	14094401
34F4	2L	14040170	14110739
34F5	2L	14109597	14110739
35A1	2L	14134491	14355085
35A2	2L	14184478	14355085
35A3	2L	14263027	14328262
35A4	2L	14328429	14366840
35B1	2L	14362069	14457338
35B2	2L	14486040	14561355
35B3	2L	14563015	14689340
35B4	2L	14599196	14730177
35B5	2L	14724617	14784598
35B6	2L	14794516	14881652
35B7	2L	14879050	14997559
35B8	2L	14975747	15057862
35B9	2L	15044963	15059120
35B10	2L	15058303	15072133
35C1	2L	15061656	15096915
35C2	2L	15074776	15132389
35C3	2L	15159508	15208768
35C4	2L	15215222	15247714
35C5	2R	8737370	15272024
35D1	2R	8737370	15318901
35D2	2L	15333866	15505018
35D3	2L	15515821	15718272
35D4	2L	15727581	15854110
35D5	2L	15852592	15880156
35D6	2L	15882783	15962435
35D7	2L	15905134	15962435
35E1	2L	15979486	16041703
35E2	2L	16000291	16095944
35E3	2L	16133508	16136204
35E5	2L	16165831	16190540
35E6	2L	16165831	16203476
35F1	2L	16211459	16352628
35F12	2L	16342430	16448469
36A1	2L	16400175	16485998
36A2	2L	16466512	16532877
36A3	2L	16508078	16535228
36A4	2L	16542546	16663218
36A6	2L	16605822	16607321
36A7	2L	16605822	16629173
36A8	2L	16766566	16788766
36A9	2L	16545016	16676701
36A10	2L	16663454	16700825
36A11	2L	16699921	16722644
36A12	2L	16719932	16738388
36A13	2L	16733617	16742610
36A14	2L	16738850	16760554
36B1	2L	16766566	16826964
36B2	2L	16816660	16862431
36B3	2L	16869346	16891239
36B4	2L	16888490	16917052
36B5	2L	16944723	16993984
36B6	2L	16973091	17048281
36B8	2L	17085650	17089186
36C1	2L	17105145	17173118
36C2	2L	17131024	17260734
36C4	2L	17187637	17260734
36C5	2L	17280235	17311820
36C6	2L	17319077	17364351
36C7	2L	17367511	17433161
36C8	2L	17413248	17450364
36C9	2L	17436830	17477888
36C10	2L	17474912	17529122
36C11	2L	17525585	17547849
36D	2L	17592260	17604387
36D1	2L	17554354	17644844
36D2	2L	17647053	17778340
36D3	2L	17786971	17875247
36E1	2L	17893812	17894734
36E2	2L	17901807	17951740
36E3	2L	17962625	18092256
36E4	2L	18096568	18098120
36E5	2L	18112830	18138083
36E6	2L	18129884	18275770
36F1	2L	18200336	18257978
36F2	2L	18159811	18393441
36F3	2L	18356047	18379909
36F4	2L	18320102	18443277
36F5	2L	18444507	18503978
36F6	2L	18441335	18676998
36F7	2L	18599755	18661776
36F8	2L	18651058	18653010
36F9	2L	18617256	18667548
36F10	2L	18665132	18683715
36F11	2L	18677221	18688800
37A1	2L	18683720	18732524
37A2	2L	18732464	18792906
37A3	2L	18773314	18773837
37A4	2L	18762874	18813941
37A5	2L	18812648	18813941
37A6	2L	18819344	18822573
37B1	2L	18819344	18881261
37B3	2L	18893611	18900494
37B4	2L	18906124	18906747
37B5	2L	18916347	18943960
37B6	2L	18916347	18950973
37B7	2L	18948884	18972004
37B8	2L	18969028	18995934
37B9	2L	18997448	19030780
37B10	2L	19027710	19048817
37B11	2L	19041862	19045148
37B12	2L	19045355	19063132
37B13	2L	19059129	19108427
37C1	2L	19079256	19179758
37C5	2L	19129469	19159299
37C6	2L	19133816	19182810
37C7	2L	19181965	19218135
37D1	2L	19217407	19272861
37D2	2L	19298345	19365470
37D3	2L	19370445	19386205
37D4	2L	19387050	19398493
37D5	2L	19390370	19426596
37D6	2L	19417447	19419767
37D7	2L	19400753	19430270
37E1	2L	19424050	19457723
37E3	2L	19464267	19486532
37E4	2L	19484930	19508764
37E5	2L	19502335	19532985
37F1	2L	19526686	19567359
37F2	2L	19558047	19732069
37F4	2L	19642330	19642601
38A1	2L	19699379	19700968
38A2	2L	19586623	19764136
38A3	2L	19761587	19795851
38A4	2L	19796365	19958424
38A6	2L	19890201	21148546
38A7	2L	19910648	19934317
38A8	2L	19958713	20017282
38B1	2L	19968684	20061370
38B2	2L	20058163	20073719
38B3	2L	20066391	20089698
38B4	2L	20079270	20085070
38B5	2L	20075757	20093152
38B6	2L	20091435	20103375
38C1	2L	20097581	20104150
38C2	2L	20133755	20134923
38C3	2L	20248039	20264424
38C4	2L	20294693	20297299
38C5	2L	20311219	20382356
38C6	2L	20385293	20447905
38C7	2L	20426199	20461729
38C8	2L	20459342	20495758
38C9	2L	20513832	20539974
38C10	2L	20562247	20575720
38D1	2L	20583656	20642216
38D2	2L	20640917	20675941
38D3	2L	20664882	20668605
38D4	2L	20659132	20678979
38D5	2L	20676045	20714588
38E1	2L	20788662	20797042
38E3	2L	20683462	20722462
38E4	2L	20724209	20734309
38E5	2L	20730416	20750941
38E6	2L	20734609	20754655
38E7	2L	20752476	20768053
38E8	2L	20758144	20768053
38E9	2L	20770731	21148546
38E10	2L	20770731	20814331
38F1	2L	20797715	20837985
38F2	2L	20836621	20857113
38F3	2L	20852578	20918931
38F4	2L	20901134	20901524
38F5	2L	20871335	20922876
38F6	2L	20923955	21052164
39A1	2L	20965520	21102429
39A2	2L	21094966	21134255
39A3	2L	20788662	21142347
39A4	2L	21134439	21145146
39A5	2L	21154293	21156749
39A6	2L	21154293	21163083
39A7	2L	21158847	21179683
39B1	2L	21174182	21202802
39B2	2L	21201493	21211818
39B3	2L	21206493	21236733
39B4	2L	21232495	21236733
39C1	2L	21261168	21310050
39C2	2L	21286078	21319527
39C3	2L	21310866	21320320
39C4	2L	21326660	21327114
39D1	2L	21331756	21367288
39D2	2L	21361216	21393319
39D3	2L	21404181	21440715
39D4	2L	21451052	21472281
39D5	2L	21471259	21512750
39E1	2L	21511728	21543688
39E2	2L	21573389	21590593
39E3	2L	21614232	21663698
39E6	2L	21658735	21677530
39E7	2L	21663806	21682164
39F1	2L	21684106	21729051
39F3	2L	21684106	21729051
40A1	2L	21740041	21757466
40A2	2L	21740041	21795447
40A3	2L	21762314	21799112
40A4	2L	21819490	21822313
40A5	2L	21828593	21837011
40A6	2L	21855094	21869759
40B1	2L	21855094	21870652
40B3	2L	21889758	21898289
40B4	2L	21902993	21920324
40B5	2L	21916300	21920324
40C1	2L	21930317	21931809
40C2	2L	21949849	21959980
40D1	2L	21974749	21992933
40D2	2L	21974749	22000420
40D3	2L	22015190	22025734
40D4	2L	22032625	22043877
40D5	2L	22040727	22054302
40E1	2L	22064604	22072902
40E2	2L	22079632	22080738
40E3	2L	22102626	22110449
40E4	2L	22121338	22130142
40E5	2L	22131026	22166221
40F1	2L	22151623	22152640
40F2	2L	22131221	22183991
40F3	2L	22175415	22214376
40F5	2L	22226152	22226771
40F6	2L	22239183	22258260
40F7	2L	22249876	23416153
41A1	2R	432218	4242934
41A2	2R	4507995	4516458
41A3	2R	4546691	4565281
41B1	2R	4595288	4622481
41B3	2R	4322295	4729017
41C1	2R	4691672	4758048
41C2	2R	4322295	4824319
41C3	2R	4829246	4830587
41C5	2R	4895730	4907685
41C6	2R	4917519	5021955
41D1	2R	4917519	5070210
41D2	2R	5081884	5082431
41D3	2R	5081884	5129296
41D4	2R	5144733	5154756
41E1	2R	5144733	5251022
41E3	2R	5177965	5295965
41E4	2R	5259004	5329555
41E5	2R	5307288	5367357
41E6	2R	5363253	5367357
41F	2R	5706202	5727525
41F1	2R	5413744	5456095
41F2	2R	5468319	5549543
41F3	2R	5496674	5549543
41F5	2R	5603587	5611586
41F6	2R	5640915	5691723
41F8	2R	5676750	5727525
41F9	2R	5697872	5774324
41F10	2R	5760862	5782858
41F11	2R	5697872	5798512
42A1	2R	5804712	5860831
42A2	2R	5879196	5931363
42A4	2R	5893895	5967714
42A5	2R	5969099	5974385
42A6	2R	5969099	6012795
42A7	2R	5981844	6020695
42A8	2R	6017739	6068680
42A9	2R	6050949	6169087
42A11	2R	6137303	6142444
42A12	2R	6087873	6178656
42A13	2R	6179726	6240602
42A14	2R	6225634	6255266
42B1	2R	6501032	6621792
42B2	2R	6502006	6652842
42C1	2R	6648654	6655267
42C2	2R	6653217	6660624
42C3	2R	6657326	6668738
42C4	2R	6668150	6693162
42C5	2R	6675822	6715892
42C6	2R	6699695	6740672
42C7	2R	6721101	6746141
42C8	2R	6746381	6758903
42D1	2R	6759715	6798941
42D3	2R	6807626	6809172
42D4	2R	6807626	6872718
42D6	2R	6828356	6922613
42E1	2R	6891760	6988922
42E4	2R	6992676	7006136
42E5	2R	7005157	7048538
42E6	2R	7049238	7051964
42E7	2R	7052747	7074152
42F1	2R	7086316	7127868
42F2	2R	7127838	7149289
42F3	2R	7147692	7223378
43A1	2R	7150703	7245776
43A2	2R	7243024	7281795
43A3	2R	7278467	7300806
43A4	2R	7311395	7381899
43B1	2R	7317924	7387115
43B2	2R	7382176	7409385
43B3	2R	7419350	7434872
43C1	2R	7419350	7451553
43C2	2R	7451670	7452365
43C3	2R	7454922	7466759
43C4	2R	7465018	7477162
43C5	2R	7478853	7496466
43C6	2R	7493806	7500145
43C7	2R	7496702	7508625
43D1	2R	7500147	7525716
43D2	2R	7522437	7532981
43D3	2R	7526118	7564435
43D6	2R	7540111	7564435
43D7	2R	7564434	7580675
43E1	2R	7566809	7587079
43E3	2R	7533506	7620711
43E5	2R	7595265	7651787
43E6	2R	7590119	7635219
43E7	2R	7623242	7659061
43E8	2R	7656895	7665269
43E9	2R	7663786	7698902
43E11	2R	7676540	7705095
43E12	2R	7703506	7735622
43E13	2R	7716807	7782637
43E16	2R	7737019	7791170
43E17	2R	7791901	7806385
43E18	2R	7800785	7885982
43F1	2R	7834812	7921579
43F2	2R	7916856	7936840
43F3	2R	7932429	7939114
43F4	2R	7936866	7955882
43F5	2R	7943442	7947076
43F6	2R	7949839	7951492
43F7	2R	7942043	7960015
43F8	2R	7958207	7969805
43F9	2R	7962463	7974099
44A1	2R	7972175	7991862
44A2	2R	7974115	8026595
44A3	2R	8019176	8042529
44A4	2R	8052080	8113949
44B2	2R	8114286	8125058
44B3	2R	8123036	8135315
44B4	2R	8136986	8156654
44B5	2R	8136986	8161565
44B7	2R	8159406	8170089
44B8	2R	8167948	8226438
44C1	2R	8204888	8205706
44C2	2R	8174165	8256931
44C3	2R	8259286	8277995
44C4	2R	8298106	8411767
44C6	2R	8396397	8436095
44D1	2R	8437647	8532294
44D2	2R	8473956	8558924
44D3	2R	8564187	8683022
44D4	2R	8590497	8625203
44D5	2R	8614722	8665223
44D6	2R	8665813	8683022
44E1	2R	8649649	8665223
44E2	2R	8677219	8723839
44E3	2R	8718017	8759590
44E4	2R	8735810	8768795
44F1	2R	8792633	8888097
44F2	2R	8860364	8891401
44F3	2R	8888404	8904791
44F5	2R	8901404	8910885
44F6	2R	8907518	8918234
44F7	2R	8914524	8925346
44F8	2R	8922785	8933103
44F9	2R	8928169	8947344
44F10	2R	8944298	8947344
44F11	2R	8947681	8962796
44F12	2R	8952339	8985900
45A1	2R	8969346	9089802
45A2	2R	9087834	9097312
45A3	2R	9095273	9103153
45A4	2R	9098539	9106796
45A6	2R	9103238	9109718
45A7	2R	9107151	9113951
45A8	2R	9111505	9122000
45A9	2R	9116122	9137933
45A10	2R	9123304	9132030
45A11	2R	9132480	9141981
45A12	2R	9138486	9148512
45A13	2R	9145260	9151892
45B1	2R	9135375	9177261
45B2	2R	9167763	9186342
45B3	2R	9177864	9207124
45B4	2R	9204410	9213744
45B5	2R	9213125	9215145
45B7	2R	9227785	9247249
45B8	2R	9227785	9247249
45C1	2R	9252021	9289026
45C4	2R	9286827	9302821
45C5	2R	9291856	9389467
45C6	2R	9310329	9313237
45D1	2R	9309296	9398734
45D2	2R	9395330	9396206
45D3	2R	9396265	9413463
45D4	2R	9400531	9417846
45D5	2R	9414342	9434638
45D7	2R	9426439	9444937
45D8	2R	9434669	9480076
45E1	2R	9494166	9541565
45E3	2R	9503765	9541565
45F1	2R	9541947	9565190
45F4	2R	9566146	9584545
45F5	2R	9581761	9592744
45F6	2R	9587953	9683858
45F7	2R	9610464	9615617
45F8	2R	9621234	9637673
46A1	2R	9611139	9710496
46B1	2R	9712321	9748121
46B2	2R	9748800	9806875
46B3	2R	9788539	9798006
46B4	2R	9766364	9875072
46B14	2R	9868219	9869159
46C1	2R	9850703	9882357
46C2	2R	9876232	9898513
46C3	2R	9959549	9963853
46C4	2R	9891955	9958858
46C7	2R	9913496	9965067
46C8	2R	9963835	9970897
46C9	2R	9968929	9972780
46C10	2R	9976996	9980795
46C11	2R	9959549	9963853
46C12	2R	9988125	9989285
46D1	2R	9988125	10026042
46D3	2R	10012093	10012199
46D4	2R	9993890	10030668
46D5	2R	10028443	10032893
46D6	2R	10026839	10030668
46D7	2R	10028443	10050066
46D8	2R	10034595	10048619
46D9	2R	10048353	10063712
46E1	2R	10052541	10084210
46E3	2R	10078366	10096416
46E4	2R	10085169	10098556
46E5	2R	10096480	10099590
46E6	2R	10098518	10109687
46E8	2R	10099677	10117457
46F1	2R	10109740	10137472
46F2	2R	10124293	10146206
46F3	2R	10142338	10192394
46F5	2R	10145897	10237348
46F7	2R	10203995	10249404
46F8	2R	10247814	10255495
46F9	2R	10249220	10307024
47A	2R	10481894	10543291
47A1	2R	10269016	10322104
47A2	2R	10351533	10380109
47A3	2R	10322195	10436581
47A4	2R	10322195	10416996
47A6	2R	10406975	10411213
47A7	2R	10418718	10465701
47A9	2R	10437985	10478567
47A11	2R	10469473	10537270
47A12	2R	10541595	10541995
47A13	2R	10541595	10617280
47B	2R	10481894	10543291
47B1	2R	10557888	10648634
47B2	2R	10648888	10649830
47B4	2R	10656695	10672622
47B6	2R	10673345	10721138
47B7	2R	10673345	10738370
47B9	2R	10731335	10798709
47B11	2R	10760778	10761668
47B13	2R	10782895	10793109
47B14	2R	10740054	10798709
47C1	2R	10800420	10835709
47C2	2R	10827430	10835709
47C3	2R	10836570	10874771
47C5	2R	10839102	10894414
47C6	2R	10893034	10910485
47C7	2R	10938425	10947095
47D	X	16593677	16595867
47D1	2R	10977956	11116378
47D3	2R	11085586	11088300
47D4	2R	10977956	11125647
47D5	2R	11135923	11172206
47D6	2R	11139304	11217394
47D7	2R	11159086	11222480
47E1	2R	11219539	11251913
47E3	2R	11250368	11259976
47E4	2R	11261079	11272575
47E5	2R	11266915	11283971
47E6	2R	11279725	11289772
47F1	2R	11285148	11321312
47F2	2R	11324314	11336463
47F3	2R	11324314	11342760
47F4	2R	11341714	11354373
47F5	2R	11353564	11363405
47F6	2R	11366710	11370287
47F7	2R	11366710	11384114
47F8	2R	11380347	11397432
47F9	2R	11399770	11399841
47F10	2R	11404699	11409449
47F11	2R	11409810	11433298
47F12	2R	11436243	11442216
47F13	2R	11436243	11465270
47F14	2R	11452043	11465270
47F15	2R	11474465	11509695
47F17	2R	11474465	11528210
48A1	2R	11524006	11528210
48A2	2R	11577485	11616045
48A3	2R	11577485	11640941
48B2	2R	11619479	11651616
48B4	2R	11641477	11679354
48B5	2R	11654898	11660635
48B6	2R	11665768	11674782
48B7	2R	11665768	11674782
48B8	2R	11675935	11678014
48C1	2R	11652756	11690863
48C2	2R	11688569	11779235
48C3	2R	11756817	11814424
48C4	2R	11756817	11852324
48C5	2R	11845324	11912779
48D2	2R	11904323	11929796
48D3	2R	11939557	11967435
48D5	2R	11939557	12033725
48D6	2R	12001473	12019846
48D7	2R	12001473	12027707
48D8	2R	12027985	12079543
48E1	2R	12064565	12119340
48E2	2R	12085194	12152752
48E3	2R	12145710	12162998
48E4	2R	12154258	12179745
48E6	2R	12179014	12185506
48E7	2R	12182639	12192436
48E8	2R	12190682	12200815
48E9	2R	12199024	12207196
48E10	2R	12208893	12229310
48E12	2R	12233995	12234595
48F1	2R	12240399	12278809
48F6	2R	12279771	12310412
48F7	2R	12306528	12322797
48F8	2R	12321238	12333860
48F10	2R	12326360	12344617
48F11	2R	12339610	12351325
49A1	2R	12344983	12390057
49A2	2R	12386666	12407045
49A3	2R	12405932	12418231
49A4	2R	12416044	12436577
49A6	2R	12431447	12465630
49A7	2R	12453190	12487986
49A9	2R	12474424	12507333
49A10	2R	12487451	12564184
49B3	2R	12529053	12564901
49B4	2R	12566185	12569061
49B5	2R	12566185	12592917
49B7	2R	12575240	12612068
49B8	2R	12593604	12623197
49B9	2R	12612740	12628619
49B10	2R	12625808	12648224
49B11	2R	12640690	12670219
49B12	2R	12670483	12690955
49C	2R	13856150	13858689
49C1	2R	12659497	12751545
49C2	2R	12751483	12760999
49C3	2R	12759693	12802010
49D3	2R	12780541	12807811
49D4	2R	12839233	12869423
49D6	2R	12849358	12883168
49D7	2R	12877004	12883253
49E1	2R	12884632	12946347
49E4	2R	12940323	12955712
49E6	2R	12965997	12985995
49E7	2R	12985367	13142820
49F1	2R	13044695	13079539
49F2	2R	13103895	13132455
49F3	2R	13133142	13152677
49F4	2R	13152885	13198337
49F7	2R	13176094	13206547
49F8	2R	13202728	13210469
49F9	2R	13206745	13214496
49F10	2R	13212405	13228202
49F11	2R	13222433	13239468
49F12	2R	13239729	13241013
49F13	2R	13243996	13266336
49F15	2R	13260101	13295927
50A1	2R	13267798	13344808
50A3	2R	13329352	13399368
50A5	2R	13407011	13414620
50A7	2R	13422978	13433760
50A8	2R	13414978	13450475
50A9	2R	13439314	13483229
50A11	2R	13453640	13494862
50A13	2R	13486634	13506011
50A14	2R	13500621	13517452
50A15	2R	13515259	13523375
50B1	2R	13525377	13560768
50B2	2R	13513132	13577545
50B3	2R	13513132	13593339
50B4	2R	13580313	13598750
50B5	2R	13596677	13609178
50B6	2R	13608673	13749367
50B9	2R	13661495	14871071
50C1	2R	13665114	13674633
50C2	2R	13691707	13693369
50C3	2R	13623044	13819571
50C5	2R	13769915	13805231
50C6	2R	13805794	13942110
50C9	2R	13864237	13958089
50C16	2R	13954195	13955664
50C17	2R	13943387	13960404
50C18	2R	13958545	13967981
50C19	2R	13964653	13965455
50C20	2R	13960675	13971263
50C21	2R	13971325	13972834
50C22	2R	13971325	13980165
50C23	2R	13972984	14060356
50D	2R	13856150	13858689
50D1	2R	14005860	14006006
50D2	2R	14028620	14029096
50D3	2R	13991203	14140902
50D5	2R	14090325	14091814
50E1	2R	14060456	14198368
50E3	2R	14185204	14198368
50E4	2R	14198478	14243655
50E5	2R	14239932	14246066
50E6	2R	14243778	14300095
50F1	2R	14276130	14351802
50F6	2R	14308142	14375385
50F7	2R	14375921	14376677
50F8	2R	14378097	14385359
50F9	2R	14378097	14385359
51A1	2R	14390696	14411572
51A2	2R	14409295	14433895
51A3	2R	14435899	14465881
51A4	2R	14476391	14503488
51A5	2R	14503958	14512493
51A6	2R	14512559	14515211
51A7	2R	14526267	14587917
51A8	2R	14544150	14546372
51B1	2R	14526267	14587917
51B4	2R	14591203	14601216
51B6	2R	14595611	14631023
51B7	2R	14638538	14658755
51B8	2R	14656798	14658755
51B9	2R	14664246	14713622
51B10	2R	14674465	14678136
51C1	2R	14503958	14752910
51C2	2R	14750166	14807061
51C3	2R	14772650	14809931
51C4	2R	14808419	14833951
51C5	2R	14842720	14871071
51C7	2R	14871366	14873705
51D1	2R	14871366	14889010
51D2	2R	14898312	14928425
51D3	2R	14929703	14934861
51D4	2R	14935660	14940722
51D5	2R	14942398	14962969
51D6	2R	14963292	14991336
51D7	2R	14981263	14995195
51D8	2R	15011396	15042134
51D9	2R	15049775	15056241
51D12	2R	15091945	15092445
51E1	2R	15115236	15144783
51E2	2R	15115236	15149709
51E3	2R	15155437	15190292
51E5	2R	15155437	15213634
51E6	2R	15207993	15209786
51E7	2R	15206527	15241589
51E8	2R	15218379	15232665
51E9	2R	15226938	15232665
51E10	2R	15223560	15258498
51E11	2R	15248784	15309368
51F3	2R	15294595	15298329
51F4	2R	15262808	15318239
51F5	2R	15311510	15322171
51F6	2R	15317817	15328271
51F7	2R	15327143	15368300
51F11	2R	15340472	15387851
51F12	2R	15380724	15387851
52A1	2R	15401096	15471884
52A3	2R	15401096	15471884
52A4	2R	15472175	15497231
52A6	2R	15485953	15532259
52A10	2R	15515778	15549984
52A11	2R	15555446	15562436
52A12	2R	15555446	15565801
52A13	2R	15562697	15573991
52B2	2R	15613854	15680084
52B3	2R	15613854	15676669
52B5	2R	15657318	15688985
52C1	2R	15687388	15701696
52C2	2R	15711597	15762044
52C4	2R	15727381	15817004
52C5	2R	15794000	15855645
52C7	2R	15762565	15835055
52C8	2R	15794000	15869147
52C9	2R	15869495	15922118
52D1	2R	15895829	15916795
52D2	2R	15869495	15940073
52D3	2R	15935893	15947266
52D4	2R	15942864	15989498
52D6	2R	15955040	15956636
52D9	2R	15946933	16001290
52D10	2R	15992408	15993707
52D11	2R	15993531	16006901
52D12	2R	16001181	16013815
52D13	2R	16008339	16014787
52D14	2R	16013805	16028161
52D15	2R	16024628	16047243
52E	2R	16124981	16138238
52E1	2R	16031930	16065344
52E2	2R	16078195	16098564
52E4	2R	16081176	16102608
52E5	2R	16099306	16124577
52E7	2R	16138352	16141928
52E10	2R	16138352	16142935
52E11	2R	16142202	16149795
52F1	2R	16153263	16158794
52F2	2R	16150123	16169519
52F3	2R	16150123	16178307
52F4	2R	16171112	16185103
52F5	2R	16124981	16194277
52F7	2R	16186584	16199555
52F8	2R	16197042	16221793
52F9	2R	16207635	16207706
52F11	2R	16203329	16234087
53A1	2R	16230198	16241934
53A2	2R	16243145	16264619
53A3	2R	16262284	16271971
53A4	2R	16266960	16280470
53A5	2R	16280950	16287450
53B1	2R	16283435	16297232
53B2	2R	16294400	16316485
53B3	2R	16307269	16336637
53B4	2R	16316313	16336637
53B5	2R	16320815	16324801
53C1	2R	16336090	16348527
